topic_id,category_id,type,title,instructions,questions,difficulty,points,is_test,id,created_date,updated_date,created_by_id,created_by,is_sample
"696cd34015988b18c878c0a9","","sort","Rozřazovačka - Těžká","Zařaď písmena do správných skupin","[{""question"":null,""answer"":null,""options"":[],""pairs"":[],""categories"":[{""name"":""Samohlásky"",""items"":[""Á"",""É"",""Í""]},{""name"":""Souhlásky"",""items"":[""Š"",""Č"",""Ř""]}],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","3","25","","696cd4b960e4a14cf4aeeaf7","2026-01-18T12:40:25.501000","2026-01-18T12:40:25.501000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","analysis","Rozbory slov - Těžké","Označ písmena podle toho, zda jsou samohlásky nebo souhlásky","[{""question"":null,""answer"":null,""options"":[],""pairs"":[],""categories"":[],""text"":""ŠKOLA"",""words"":[{""word"":""Š"",""color"":""blue""},{""word"":""K"",""color"":""blue""},{""word"":""O"",""color"":""red""},{""word"":""L"",""color"":""blue""},{""word"":""A"",""color"":""red""}],""type"":null,""audio_url"":null,""image_url"":null},{""question"":null,""answer"":null,""options"":[],""pairs"":[],""categories"":[],""text"":""UČITEL"",""words"":[{""word"":""U"",""color"":""red""},{""word"":""Č"",""color"":""blue""},{""word"":""I"",""color"":""red""},{""word"":""T"",""color"":""blue""},{""word"":""E"",""color"":""red""},{""word"":""L"",""color"":""blue""}],""type"":null,""audio_url"":null,""image_url"":null}]","3","30","","696cd4b960e4a14cf4aeeaf8","2026-01-18T12:40:25.501000","2026-01-18T12:40:25.501000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","listening","Poslech a psaní - Těžké","Poslechni si slovo a napiš ho","[{""question"":""Napiš, co slyšíš"",""answer"":""ŠKOLA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":""placeholder-audio-skola.mp3"",""image_url"":null},{""question"":""Napiš, co slyšíš"",""answer"":""UČITEL"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":""placeholder-audio-ucitel.mp3"",""image_url"":null}]","3","25","","696cd4b960e4a14cf4aeeaf9","2026-01-18T12:40:25.501000","2026-01-18T12:40:25.501000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","image","Obrázek a psaní - Těžké","Podívej se na obrázek a napiš, co vidíš","[{""question"":""Co je na obrázku?"",""answer"":""KNIHA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""placeholder-image-book.jpg""},{""question"":""Co je na obrázku?"",""answer"":""TUŽKA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""placeholder-image-pencil.jpg""}]","3","25","","696cd4b960e4a14cf4aeeafa","2026-01-18T12:40:25.501000","2026-01-18T12:40:25.501000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","decision","Poznávání písmen","Vyber správnou odpověď","[{""question"":""Jaké písmeno vidíš na obrázku A?"",""answer"":""A"",""options"":[""A"",""B"",""C""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Jaké písmeno vidíš na obrázku M?"",""answer"":""M"",""options"":[""M"",""N"",""W""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Jaké písmeno vidíš na obrázku O?"",""answer"":""O"",""options"":[""O"",""Q"",""D""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","1","10","","696cd39b51355b822b047ca9","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","fill","Doplň písmena","Napiš správné písmeno","[{""question"":""Jak začíná slovo MÁMA?"",""answer"":""M"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Jak začíná slovo AUTO?"",""answer"":""A"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Jak začíná slvo PES?"",""answer"":""P"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","1","15","","696cd39b51355b822b047caa","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","memory","Pexeso písmen","Najdi páry stejných písmen","[{""question"":null,""answer"":null,""options"":[],""pairs"":[{""left"":""A"",""right"":""A""},{""left"":""B"",""right"":""B""},{""left"":""C"",""right"":""C""},{""left"":""D"",""right"":""D""}],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","1","20","","696cd39b51355b822b047cab","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","quiz","Kvíz o písmenech","Odpovízej na otázky","[{""question"":""Kolik má česká abeceda písmen?"",""answer"":""42"",""options"":[""26"",""33"",""42"",""50""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Které písmeno je samohláska?"",""answer"":""A"",""options"":[""B"",""A"",""K"",""M""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Kolik slabik má slovo MA-MA?"",""answer"":""2"",""options"":[""1"",""2"",""3"",""4""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","1","15","","696cd39b51355b822b047cac","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","test","Test - Lehké cvičení","Ukáž, co vše znáš!","[{""question"":""Jaké písmeno vidíš?"",""answer"":""A"",""options"":[""A"",""B"",""C""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""decision"",""audio_url"":null,""image_url"":null},{""question"":""Jak začíná slovo PES?"",""answer"":""P"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill"",""audio_url"":null,""image_url"":null},{""question"":""Které písmeno je samohláska?"",""answer"":""E"",""options"":[""M"",""E"",""K""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz"",""audio_url"":null,""image_url"":null}]","1","30","true","696cd39b51355b822b047cad","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","sort","Rozřazovačka písmen","Zařaď písmena do správných skupin","[{""question"":null,""answer"":null,""options"":[],""pairs"":[],""categories"":[{""name"":""Samohlásky"",""items"":[""A"",""E"",""I""]},{""name"":""Souhlásky"",""items"":[""B"",""M"",""K""]}],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","2","20","","696cd39b51355b822b047cae","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","cloze","Doplňování textu","Doplň chybějící písmena","[{""text"":""M__M__"",""answer"":""A___A"",""options"":[""A"",""O"",""E""]}]","2","25","","696cd39b51355b822b047caf","2026-01-18T12:35:39.660000","2026-01-18T12:49:09.043000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","analysis","Rozbory slov","Oznaď písmena podle toho, zda jsou samohlásky nebo souhlásky","[{""question"":null,""answer"":null,""options"":[],""pairs"":[],""categories"":[],""text"":""MAMA"",""words"":[{""word"":""M"",""color"":""blue""},{""word"":""A"",""color"":""red""},{""word"":""M"",""color"":""blue""},{""word"":""A"",""color"":""red""}],""type"":null,""audio_url"":null,""image_url"":null},{""question"":null,""answer"":null,""options"":[],""pairs"":[],""categories"":[],""text"":""PES"",""words"":[{""word"":""P"",""color"":""blue""},{""word"":""E"",""color"":""red""},{""word"":""S"",""color"":""blue""}],""type"":null,""audio_url"":null,""image_url"":null}]","2","20","","696cd39b51355b822b047cb0","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","test","Test - Středně těžké cvičení","Ukáž, co vše znáš!","[{""question"":null,""answer"":null,""options"":[],""pairs"":[],""categories"":[{""name"":""Samohlásky"",""items"":[""O"",""U""]},{""name"":""Souhlásky"",""items"":[""T"",""N""]}],""text"":null,""words"":[],""type"":""sort"",""audio_url"":null,""image_url"":null},{""question"":null,""answer"":""O___A___i"",""options"":[],""pairs"":[],""categories"":[],""text"":""K__ČK__ loví MYŠ___."",""words"":[],""type"":""cloze"",""audio_url"":null,""image_url"":null},{""question"":null,""answer"":null,""options"":[],""pairs"":[],""categories"":[],""text"":""AUTO"",""words"":[{""word"":""A"",""color"":""red""},{""word"":""U"",""color"":""red""},{""word"":""T"",""color"":""blue""},{""word"":""O"",""color"":""red""}],""type"":""analysis"",""audio_url"":null,""image_url"":null}]","2","40","true","696cd39b51355b822b047cb1","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","decision","Velká a malá písmena","Vyber správně napsané slovo","[{""question"":""Jak se píše jméno Anna?"",""answer"":""Anna"",""options"":[""anna"",""Anna"",""ANNA""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Jak se píše jméno Praha?"",""answer"":""Praha"",""options"":[""praha"",""Praha"",""PRAHA""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Jak se píše slovo pes?"",""answer"":""pes"",""options"":[""Pes"",""pes"",""PES""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","3","15","","696cd39b51355b822b047cb2","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","fill","Psaní celých slov","Napiš celé slovo","[{""question"":""Napiš slovo ŠKOLA"",""answer"":""ŠKOLA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Napiš slovo UČITEL"",""answer"":""UČITEL"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Napiš slovo ŽÁCI"",""answer"":""ŽÁCI"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","3","25","","696cd39b51355b822b047cb3","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","cloze","Doplňování vět","Doplň chybějící slova","[{""text"":""M__M__"",""answer"":""A___A"",""options"":[""A"",""O"",""E""]}]","3","30","","696cd39b51355b822b047cb4","2026-01-18T12:35:39.660000","2026-01-18T12:49:09.043000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","test","Finální test - Těžké cvičení","Velký závěrečný test! Zdár zdar!","[{""question"":""Jak se píše jméno Petr?"",""answer"":""Petr"",""options"":[""petr"",""Petr"",""PETR""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""decision"",""audio_url"":null,""image_url"":null},{""question"":""Napiš slovo KNIHA"",""answer"":""KNIHA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""fill"",""audio_url"":null,""image_url"":null},{""question"":null,""answer"":""učíme"",""options"":[],""pairs"":[],""categories"":[],""text"":""Ve škole se ___ mnoho nového."",""words"":[],""type"":""cloze"",""audio_url"":null,""image_url"":null},{""question"":""Kolik slabik má slovo ABECEDA?"",""answer"":""4"",""options"":[""3"",""4"",""5""],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":""quiz"",""audio_url"":null,""image_url"":null}]","3","50","true","696cd39b51355b822b047cb5","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","listening","Poslech a psaní","Poslechni si slovo a napiš ho","[{""question"":""Napiš, co slyšíš"",""answer"":""MAMA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":""placeholder-audio-mama.mp3"",""image_url"":null},{""question"":""Napiš, co slyšíš"",""answer"":""AUTO"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":""placeholder-audio-auto.mp3"",""image_url"":null}]","2","20","","696cd39b51355b822b047cb6","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696cd34015988b18c878c0a9","","image","Obrázek a psaní","Podívej se na obrázek a napiš, co vidíš","[{""question"":""Co je na obrázku?"",""answer"":""PES"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""placeholder-image-dog.jpg""},{""question"":""Co je na obrázku?"",""answer"":""KOČKA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""placeholder-image-cat.jpg""}]","2","20","","696cd39b51355b822b047cb7","2026-01-18T12:35:39.660000","2026-01-18T12:35:39.660000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","listening","Poslech slov","Poslechni si slovo a napiš ho","[{""question"":""Poslechni a napiš"",""answer"":""MAMA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Poslechni a napiš"",""answer"":""AUTO"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Poslechni a napiš"",""answer"":""PES"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","1","10","","696cba2cc1d6c00b1e453db4","2026-01-18T10:47:08.602000","2026-01-18T10:47:08.602000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","image","Co vidíš na obrázku?","Podívej se na obrázek a napiš, co vidíš","[{""question"":""Co vidíš na obrázku?"",""answer"":""PES"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""https://images.unsplash.com/photo-1587300003388-59208cc962cb?w=400""},{""question"":""Co vidíš na obrázku?"",""answer"":""KOČKA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""https://images.unsplash.com/photo-1514888286974-6c03e2ca1dba?w=400""},{""question"":""Co vidíš na obrázku?"",""answer"":""AUTO"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""https://images.unsplash.com/photo-1494976388531-d1058494cdd8?w=400""}]","1","10","","696cba2cc1d6c00b1e453db5","2026-01-18T10:47:08.602000","2026-01-18T10:47:08.602000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","listening","Poslech slabik","Poslechni si slovo a napiš ho správně","[{""question"":""Poslechni a napiš"",""answer"":""KOLO"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Poslechni a napiš"",""answer"":""TATA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Poslechni a napiš"",""answer"":""ŠKOLA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","2","15","","696cba2cc1d6c00b1e453db6","2026-01-18T10:47:08.602000","2026-01-18T10:47:08.602000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","image","Napiš slovo z obrázku","Napiš celé slovo podle obrázku","[{""question"":""Napiš, co vidíš"",""answer"":""DÙM"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=400""},{""question"":""Napiš, co vidíš"",""answer"":""STROM"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""https://images.unsplash.com/photo-1502082553048-f009c37129b9?w=400""},{""question"":""Napiš, co vidíš"",""answer"":""KNIHA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":""https://images.unsplash.com/photo-1544947950-fa07a98d237f?w=400""}]","2","15","","696cba2cc1d6c00b1e453db7","2026-01-18T10:47:08.602000","2026-01-18T10:47:08.602000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
"696be95cc75e09382bc70770","","listening","Obtížná slova","Poslechni si slovo a napiš ho přesně","[{""question"":""Poslechni a napiš"",""answer"":""ZAHRADA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Poslechni a napiš"",""answer"":""MOTÝL"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null},{""question"":""Poslechni a napiš"",""answer"":""REPUBLIKA"",""options"":[],""pairs"":[],""categories"":[],""text"":null,""words"":[],""type"":null,""audio_url"":null,""image_url"":null}]","3","20","","696cba2cc1d6c00b1e453db8","2026-01-18T10:47:08.602000","2026-01-18T10:47:08.602000","696aa9031255ba6e2495e926","f.masek68@gmail.com","false"
